"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-01",,"24","16","21"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-02",,"29","10","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-03",,"27","10","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-04",,"38","10","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-05",,"34","28","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-06",,"30","27","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-07",,"33","28","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-08",,"35","18","18"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-09",,"18","-2","18"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-10",,"22","2","3"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-11",,"24","2","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-12",,"32","19","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-13",,"31","25","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-14",,"33","10","13"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-15",,"18","12","13"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-16",,"21","13","17"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-17",,"27","6","6"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-18",,"36","6","17"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-19",,"34","17","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-20",,"25","21","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-21",,"28","22","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-22",,"27","12","12"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-23",,"25","8","16"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-24",,"23","-1","-1"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-25",,"18","-2","3"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-26",,"25","2","12"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-27",,"35","12","19"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-02-28",,"31","14","17"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-01",,"32","17","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-02",,"34","15","15"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-03",,"39","15","19"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-04",,"42","19","24"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-05",,"49","23","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-06",,"45","30","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-07",,"57","33","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-08",,"43","34","36"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-09",,"48","36","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-10",,"45","34","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-11",,"42","32","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-12",,"36","32","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-13",,"39","33","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-14",,"47","34","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-15",,"44","37","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-16",,"47","33","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-17",,"41","33","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-18",,"52","30","30"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-19",,"65","30","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-20",,"39","22","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-21",,"31","20","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-22",,"48","20","24"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-23",,"60","24","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-24",,"55","33","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-25",,"52","32","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-26",,"54","30","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-27",,"58","33","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-28",,"45","36","36"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-29",,"57","31","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-30",,"74","31","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-03-31",,"75","50","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-01",,"76","51","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-02",,"84","51","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-03",,"66","29","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-04",,"66","29","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-05",,"67","40","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-06",,"58","43","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-07",,"56","40","40"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-08",,"54","29","30"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-09",,"62","30","36"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-10",,"73","36","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-11",,"65","42","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-12",,"74","42","56"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-13",,"81","55","58"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-14",,"78","58","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-15",,"75","57","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-16",,"72","45","45"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-17",,"61","36","36"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-18",,"63","36","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-19",,"64","39","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-20",,"69","38","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-21",,"69","48","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-22",,"63","47","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-23",,"64","48","56"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-24",,"73","50","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-25",,"69","49","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-26",,"55","43","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-27",,"51","40","41"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-28",,"63","40","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-29",,"73","42","58"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-04-30",,"80","50","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-01",,"69","42","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-02",,"71","42","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-03",,"72","42","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-04",,"68","43","54"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-05",,"82","46","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-06",,"67","42","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-07",,"66","43","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-08",,"55","35","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-09",,"57","35","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-10",,"58","43","47"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-11",,"48","46","47"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-12",,"56","43","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-13",,"48","43","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-14",,"63","42","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-15",,"68","42","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-16",,"68","51","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-17",,"57","51","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-18",,"65","48","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-19",,"73","49","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-20",,"68","53","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-21",,"56","54","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-22",,"74","55","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-23",,"86","65","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-24",,"86","71","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-25",,"86","60","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-26",,"77","60","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-27",,"79","61","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-28",,"84","60","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-29",,"85","63","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-30",,"85","65","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-05-31",,"70","51","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-01",,"81","53","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-02",,"87","57","58"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-03",,"76","55","56"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-04",,"81","56","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-05",,"86","65","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-06",,"87","59","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-07",,"82","58","59"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-08",,"74","58","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-09",,"81","57","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-10",,"84","61","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-11",,"79","65","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-12",,"87","65","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-13",,"79","65","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-14",,"73","63","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-15",,"76","61","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-16",,"79","60","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-17",,"86","63","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-18",,"92","69","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-19",,"85","61","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-20",,"82","63","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-21",,"75","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-22",,"84","63","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-23",,"89","68","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-06-24",,"79","61","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-04",,"87","63","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-05",,"74","64","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-06",,"77","64","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-07",,"84","64","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-08",,"78","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-09",,"78","61","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-10",,"85","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-11",,"85","62","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-12",,"83","64","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-13",,"76","66","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-14",,"89","67","78"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-23",,"92","72","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-24",,"89","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-25",,"80","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-26",,"82","64","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-27",,"88","67","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-28",,"91","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-29",,"83","67","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-30",,"85","67","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-07-31",,"91","70","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-01",,"87","66","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-02",,"88","67","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-03",,"89","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-04",,"87","71","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-05",,"86","67","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-06",,"85","65","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-07",,"87","66","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-08",,"89","69","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-09",,"95","70","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-10",,"92","70","75"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-11",,"94","69","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-12",,"98","69","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-13",,"97","69","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-14",,"94","66","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-15",,"89","59","59"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-16",,"83","59","60"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-17",,"88","60","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-18",,"68","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-19",,"82","64","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-20",,"91","66","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-21",,"87","67","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-22",,"91","66","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-23",,"92","64","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-24",,"92","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-25",,"78","56","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-26",,"83","56","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-27",,"85","57","58"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-28",,"85","58","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-29",,"89","61","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-30",,"91","67","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-08-31",,"91","73","76"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-01",,"92","64","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-02",,"80","63","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-03",,"71","51","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-04",,"71","47","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-05",,"78","47","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-06",,"88","61","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-07",,"87","47","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-08",,"76","49","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-09",,"75","55","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-10",,"76","62","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-11",,"70","52","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-12",,"80","51","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-13",,"89","55","61"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-14",,"85","57","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-15",,"81","57","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-16",,"81","56","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-17",,"65","54","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-18",,"85","54","54"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-19",,"55","46","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-20",,"57","46","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-21",,"89","57","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-22",,"76","64","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-23",,"84","64","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-24",,"76","49","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-25",,"75","48","59"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-26",,"63","46","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-27",,"66","43","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-28",,"78","44","54"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-29",,"75","50","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-09-30",,"84","50","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-10-01",,"73","48","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-10-02",,"80","43","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-10-03",,"61","37","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-10-04",,"62","36","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2010-10-05",,"67","38","46"
